"(0,1)",6,0,99.999
"(0,2)",6,1,98.251
"(0,3)",6,2,89.587
"(0,4)",6,2,90.393
"(0,5)",6,1,88.149
"(1,0)",6,3,95.787
"(1,1)",6,0,97.047
"(1,2)",6,1,94.59
"(1,3)",6,1,91.881
"(1,4)",6,1,90.653
"(1,5)",6,1,89.2
"(2,0)",6,0,94.543
"(2,1)",6,0,95.787
"(2,2)",6,0,93.361
"(2,3)",6,0,90.685
"(2,4)",6,0,89.315
"(2,5)",6,0,88.037
"(3,0)",6,1,-4.0
"(3,1)",6,3,82.0
"(3,2)",6,3,83.086
"(3,3)",6,3,84.185
"(3,4)",6,3,85.299
"(3,5)",6,0,86.715
"(4,0)",6,2,-4.0
"(4,1)",6,1,4.514
"(4,2)",6,0,82.0
"(4,3)",6,0,83.075
"(4,4)",6,0,82.988
"(4,5)",6,0,85.299
"(5,0)",6,1,-4.0
"(5,1)",6,1,-4.0
"(5,2)",6,1,-4.0
"(5,3)",6,3,80.572
"(5,4)",6,0,81.64
"(5,5)",6,1,80.572
"(0,0)",7,3,98.382
"(0,1)",7,0,99.999
"(0,2)",7,1,98.251
"(0,3)",7,2,89.587
"(0,4)",7,2,90.393
"(0,5)",7,1,88.149
"(1,0)",7,3,95.787
"(1,1)",7,0,97.047
"(1,2)",7,1,94.59
"(1,3)",7,1,91.881
"(1,4)",7,1,90.653
"(1,5)",7,1,89.2
"(2,0)",7,0,94.543
"(2,1)",7,0,95.787
"(2,2)",7,0,93.361
"(2,3)",7,0,90.685
"(2,4)",7,0,89.315
"(2,5)",7,0,88.037
"(3,0)",7,3,71.596
"(3,1)",7,3,82.0
"(3,2)",7,3,83.086
"(3,3)",7,3,84.185
"(3,4)",7,3,85.299
"(3,5)",7,0,86.715
"(4,0)",7,2,-4.0
"(4,1)",7,0,71.596
"(4,2)",7,0,82.0
"(4,3)",7,0,83.075
"(4,4)",7,0,82.988
"(4,5)",7,0,85.299
"(5,0)",7,1,-4.0
"(5,1)",7,1,-4.0
"(5,2)",7,3,79.518
"(5,3)",7,3,80.572
"(5,4)",7,0,81.64
"(5,5)",7,1,80.572
"(0,0)",8,3,98.382
"(0,1)",8,0,99.999
"(0,2)",8,1,98.251
"(0,3)",8,2,89.587
"(0,4)",8,2,90.393
"(0,5)",8,1,88.149
"(1,0)",8,3,95.787
"(1,1)",8,0,97.047
"(1,2)",8,1,94.59
"(1,3)",8,1,91.881
"(1,4)",8,1,90.653
"(1,5)",8,1,89.2
"(2,0)",8,0,94.543
"(2,1)",8,0,95.787
"(2,2)",8,0,93.361
"(2,3)",8,0,90.685
"(2,4)",8,0,89.315
"(2,5)",8,0,88.037
"(3,0)",8,0,74.11
"(3,1)",8,3,82.0
"(3,2)",8,3,83.086
"(3,3)",8,3,84.185
"(3,4)",8,3,85.299
"(3,5)",8,0,86.715
"(4,0)",8,0,73.136
"(4,1)",8,0,80.071
"(4,2)",8,0,82.0
"(4,3)",8,0,83.075
"(4,4)",8,0,82.988
"(4,5)",8,0,85.299
"(5,0)",8,1,66.059
"(5,1)",8,3,78.476
"(5,2)",8,3,79.518
"(5,3)",8,3,80.572
"(5,4)",8,0,81.64
"(5,5)",8,1,80.572
"(0,0)",9,3,98.382
"(0,1)",9,0,99.999
"(0,2)",9,1,98.251
"(0,3)",9,2,89.587
"(0,4)",9,2,90.393
"(0,5)",9,1,88.149
"(1,0)",9,3,95.787
"(1,1)",9,0,97.047
"(1,2)",9,1,94.59
"(1,3)",9,1,91.881
"(1,4)",9,1,90.653
"(1,5)",9,1,89.2
"(2,0)",9,0,94.543
"(2,1)",9,0,95.787
"(2,2)",9,0,93.361
"(2,3)",9,0,90.685
"(2,4)",9,0,89.315
"(2,5)",9,0,88.037
"(3,0)",9,3,80.797
"(3,1)",9,3,82.0
"(3,2)",9,3,83.086
"(3,3)",9,3,84.185
"(3,4)",9,3,85.299
"(3,5)",9,0,86.715
"(4,0)",9,0,79.74
"(4,1)",9,0,80.797
"(4,2)",9,0,82.0
"(4,3)",9,0,83.075
"(4,4)",9,0,82.988
"(4,5)",9,0,85.299
"(5,0)",9,3,77.7
"(5,1)",9,3,78.476
"(5,2)",9,3,79.518
"(5,3)",9,3,80.572
"(5,4)",9,0,81.64
"(5,5)",9,1,80.572
"(0,0)",10,3,98.382
"(0,1)",10,0,99.999
"(0,2)",10,1,98.251
"(0,3)",10,2,89.587
